Name	Length
Sevir.6G021600.3	1377
Sevir.6G021700.1	1797
Sevir.6G021800.1	5073
Sevir.6G021825.1	159
Sevir.6G021850.1	4151
Sevir.6G021875.1	505
Sevir.6G021900.1	702
Sevir.6G022001.1	2697
Sevir.6G022100.1	2028
Sevir.6G022166.1	1236
Sevir.6G022232.1	2475
Sevir.6G022300.1	3322
Sevir.6G022400.1	1274
Sevir.6G022500.1	1919
Sevir.6G022600.1	928
Sevir.6G022700.1	1174
Sevir.6G022800.3	2696
Sevir.6G022900.1	616
Sevir.6G023000.1	3285
Sevir.6G023040.1	147
Sevir.6G023080.1	632
Sevir.6G023120.1	129
Sevir.6G023160.1	1781
Sevir.6G023200.1	2773
Sevir.6G023300.1	1657
Sevir.6G023400.1	1850
Sevir.6G023500.1	1473
Sevir.6G023600.1	1217
Sevir.6G023700.1	3723
Sevir.6G023800.1	3310
Sevir.6G023900.1	1303
Sevir.6G024000.3	3175
Sevir.6G024101.1	2889
Sevir.6G024200.1	1728
Sevir.6G024300.1	2682
Sevir.6G024400.1	1671
Sevir.6G024500.1	2064
Sevir.6G024600.1	400
Sevir.6G024700.1	1977
Sevir.6G024800.1	1477
Sevir.6G024900.1	2389
Sevir.6G025000.1	1723
Sevir.6G025100.1	2353
Sevir.6G025200.1	1784
Sevir.6G025300.1	2114
Sevir.6G025400.2	1666
Sevir.6G025450.1	632
Sevir.6G025500.1	3746
Sevir.6G025600.1	554
Sevir.6G025701.1	381
Sevir.6G025800.1	2255
Sevir.6G025900.1	1367
Sevir.6G025933.1	530
Sevir.6G025966.1	394
Sevir.6G026000.1	3676
Sevir.6G026050.1	636
Sevir.6G026100.1	501
Sevir.6G026200.1	3227
Sevir.6G026300.3	1844
Sevir.6G026400.1	924
Sevir.6G026500.2	2847
Sevir.6G026550.1	459
Sevir.6G026600.1	459
Sevir.6G026700.1	606
Sevir.6G026750.1	818
Sevir.6G026800.1	1965
Sevir.6G026801.1	459
Sevir.6G026851.1	968
Sevir.6G026900.1	1425
Sevir.6G027000.2	970
Sevir.6G027100.1	1574
Sevir.6G027200.1	225
Sevir.6G027300.1	2223
Sevir.6G027350.1	944
Sevir.6G027400.1	2008
Sevir.6G027500.1	1854
Sevir.6G027600.1	1242
Sevir.6G027700.1	1407
Sevir.6G027800.1	1389
Sevir.6G027850.1	900
Sevir.6G027900.2	850
Sevir.6G028000.1	2361
Sevir.6G028050.1	144
Sevir.6G028100.1	3549
Sevir.6G028200.1	408
Sevir.6G028300.2	2234
Sevir.6G028333.1	1169
Sevir.6G028366.1	356
Sevir.6G028400.1	2354
Sevir.6G028500.1	2153
Sevir.6G028600.1	1877
Sevir.6G028700.1	2648
Sevir.6G028800.1	2369
Sevir.6G028900.1	3481
Sevir.6G029000.2	1821
Sevir.6G029100.1	387
Sevir.6G029200.1	985
Sevir.6G029300.1	1659
Sevir.6G029400.1	2576
Sevir.6G029500.1	2508
Sevir.6G029600.1	1676
Sevir.6G029700.1	2198
Sevir.6G029800.1	4126
Sevir.6G029900.1	4409
Sevir.6G030000.1	1866
Sevir.6G030100.1	3701
Sevir.6G030200.1	1538
Sevir.6G030300.1	1700
Sevir.6G030400.1	3951
Sevir.6G030500.1	252
Sevir.6G030600.1	1347
Sevir.6G030700.1	990
Sevir.6G030800.1	2397
Sevir.6G030900.1	2762
Sevir.6G031000.1	768
Sevir.6G031100.1	735
Sevir.6G031200.1	1393
Sevir.6G031300.1	852
Sevir.6G031400.1	513
Sevir.6G031500.1	747
Sevir.6G031600.1	789
Sevir.6G031700.1	327
Sevir.6G031728.1	768
Sevir.6G031756.1	798
Sevir.6G031784.1	817
Sevir.6G031812.1	807
Sevir.6G031840.1	953
Sevir.6G031868.1	717
Sevir.6G031900.1	897
Sevir.6G031950.1	644
Sevir.6G032001.1	831
Sevir.6G032051.1	826
Sevir.6G032100.1	1696
Sevir.6G032200.1	252
Sevir.6G032300.1	1535
Sevir.6G032400.1	849
Sevir.6G032500.1	1276
Sevir.6G032600.2	1337
Sevir.6G032700.1	933
Sevir.6G032800.1	456
Sevir.6G032900.1	345
Sevir.6G033000.1	3864
Sevir.6G033200.4	2244
Sevir.6G033214.1	2202
Sevir.6G033228.1	1088
Sevir.6G033242.1	2323
Sevir.6G033256.1	703
Sevir.6G033270.1	3648
Sevir.6G033284.1	1702
Sevir.6G033300.1	2472
Sevir.6G033306.1	2248
Sevir.6G033312.1	1190
Sevir.6G033318.1	3644
Sevir.6G033324.1	3419
Sevir.6G033330.1	501
Sevir.6G033336.1	2741
Sevir.6G033342.1	745
Sevir.6G033348.1	580
Sevir.6G033354.1	162
Sevir.6G033360.1	4213
Sevir.6G033366.1	312
Sevir.6G033372.1	277
Sevir.6G033378.1	3554
Sevir.6G033384.1	1990
Sevir.6G033390.1	2286
Sevir.6G033400.1	1269
Sevir.6G033500.1	528
Sevir.6G033600.1	2207
Sevir.6G033700.1	2368
Sevir.6G033800.1	888
Sevir.6G033900.1	776
Sevir.6G034000.1	2312
Sevir.6G034100.1	1645
Sevir.6G034200.1	2466
Sevir.6G034300.1	231
Sevir.6G034400.1	1911
Sevir.6G034500.1	751
Sevir.6G034600.1	2035
Sevir.6G034700.1	342
Sevir.6G034800.1	4293
Sevir.6G034850.1	541
Sevir.6G034900.1	5084
Sevir.6G035000.1	3855
Sevir.6G035100.1	754
Sevir.6G035200.5	2637
Sevir.6G035300.1	1896
Sevir.6G035400.1	2455
Sevir.6G035500.1	1188
Sevir.6G035533.1	1005
Sevir.6G035566.1	860
Sevir.6G035600.1	1007
Sevir.6G035680.1	981
Sevir.6G035760.1	1654
Sevir.6G035840.1	1019
Sevir.6G035920.1	933
Sevir.6G036000.2	1073
Sevir.6G036100.1	997
Sevir.6G036200.1	955
Sevir.6G036250.1	956
Sevir.6G036300.1	869
Sevir.6G036400.1	1569
Sevir.6G036550.1	439
Sevir.6G036700.1	882
Sevir.6G036750.1	1209
Sevir.6G036800.2	1931
Sevir.6G036900.1	633
Sevir.6G037000.1	1930
Sevir.6G037100.1	4021
Sevir.6G037200.1	3362
Sevir.6G037300.1	4184
Sevir.6G037400.1	982
Sevir.6G037500.1	807
Sevir.6G037600.1	787
Sevir.6G037701.1	787
Sevir.6G037800.1	864
Sevir.6G037900.1	1441
Sevir.6G038000.1	732
Sevir.6G038033.1	1812
Sevir.6G038066.1	168
Sevir.6G038100.1	327
Sevir.6G038200.1	968
Sevir.6G038250.1	527
Sevir.6G038300.1	857
Sevir.6G038400.1	307
Sevir.6G038500.1	761
Sevir.6G038600.1	942
Sevir.6G038700.1	1075
Sevir.6G038801.1	255
Sevir.6G038900.1	620
Sevir.6G039000.1	375
Sevir.6G039100.1	836
Sevir.6G039200.1	534
Sevir.6G039300.1	1443
Sevir.6G039400.1	7846
Sevir.6G039500.1	1485
Sevir.6G039600.1	1450
Sevir.6G039800.1	1965
Sevir.6G039900.1	3166
Sevir.6G040000.1	1542
Sevir.6G040100.1	216
Sevir.6G040200.1	1336
Sevir.6G040300.1	1568
Sevir.6G040400.2	2060
Sevir.6G040500.1	1728
Sevir.6G040600.1	1500
Sevir.6G040700.1	3600
Sevir.6G040800.1	2060
Sevir.6G040900.1	2258
Sevir.6G041000.1	1273
Sevir.6G041060.1	1194
Sevir.6G041120.1	1976
Sevir.6G041180.1	2225
Sevir.6G041240.1	564
Sevir.6G041300.3	1926
Sevir.6G041350.1	564
Sevir.6G041400.2	3314
Sevir.6G041501.1	4030
Sevir.6G041600.1	3544
Sevir.6G041700.1	1493
Sevir.6G041800.1	1232
Sevir.6G041900.1	4198
Sevir.6G042000.2	1468
Sevir.6G042050.1	164
Sevir.6G042100.1	1677
Sevir.6G042200.1	4075
Sevir.6G042300.1	1123
Sevir.6G042400.2	2097
Sevir.6G042450.1	2793
Sevir.6G042500.1	2447
Sevir.6G042600.1	2423
Sevir.6G042700.1	1239
Sevir.6G042800.1	1284
Sevir.6G042850.1	1162
Sevir.6G042900.1	2105
Sevir.6G043000.1	3019
Sevir.6G043100.1	1461
Sevir.6G043200.1	1553
Sevir.6G043400.1	2560
Sevir.6G043500.1	519
Sevir.6G043600.1	1395
Sevir.6G043700.1	372
Sevir.6G043800.1	949
Sevir.6G043900.1	1350
Sevir.6G044000.2	1669
Sevir.6G044100.1	1416
Sevir.6G044200.1	956
Sevir.6G044300.1	1237
Sevir.6G044400.1	975
Sevir.6G044466.1	1097
Sevir.6G044532.1	1869
Sevir.6G044600.1	883
Sevir.6G044700.1	4488
Sevir.6G044800.1	1212
Sevir.6G044900.1	1738
Sevir.6G045000.1	3006
Sevir.6G045100.2	1195
Sevir.6G045200.1	2940
Sevir.6G045300.1	7002
Sevir.6G045400.2	1456
Sevir.6G045500.1	1524
Sevir.6G045600.1	503
Sevir.6G045700.1	2119
Sevir.6G045800.1	1455
Sevir.6G045900.1	2146
Sevir.6G046000.2	1805
Sevir.6G046100.1	312
Sevir.6G046200.1	2935
Sevir.6G046300.1	2041
Sevir.6G046400.1	1190
Sevir.6G046500.1	1349
Sevir.6G046600.1	2415
Sevir.6G046700.1	1235
Sevir.6G046800.1	3004
Sevir.6G046833.1	150
Sevir.6G046866.1	264
Sevir.6G046900.1	3936
Sevir.6G047000.1	1393
Sevir.6G047100.1	2362
Sevir.6G047200.1	2006
Sevir.6G047300.1	2389
Sevir.6G047400.1	1178
Sevir.6G047500.1	1137
Sevir.6G047600.1	1125
Sevir.6G047700.1	588
Sevir.6G047800.1	2385
Sevir.6G047900.1	1432
Sevir.6G047950.1	709
Sevir.6G048000.1	815
Sevir.6G048100.1	1273
Sevir.6G048200.1	1210
Sevir.6G048300.1	2218
Sevir.6G048400.1	1886
Sevir.6G048500.1	1094
Sevir.6G048600.1	3910
Sevir.6G048700.1	3225
Sevir.6G048800.1	4698
Sevir.6G048900.1	510
Sevir.6G049000.1	922
Sevir.6G049100.1	2902
Sevir.6G049200.1	2009
Sevir.6G049300.1	1074
Sevir.6G049400.1	1369
Sevir.6G049500.1	675
Sevir.6G049600.2	1429
Sevir.6G049700.2	3762
Sevir.6G049800.1	741
Sevir.6G049850.1	303
Sevir.6G049900.1	4187
Sevir.6G050000.2	2006
Sevir.6G050100.1	1963
Sevir.6G050150.1	2027
Sevir.6G050200.1	1655
Sevir.6G050300.1	2069
Sevir.6G050400.1	4984
Sevir.6G050500.1	3426
Sevir.6G050600.1	5265
Sevir.6G050700.1	1667
Sevir.6G050800.1	2030
Sevir.6G050850.1	252
Sevir.6G050900.1	1115
Sevir.6G051000.1	1990
Sevir.6G051100.1	1882
Sevir.6G051200.1	1784
Sevir.6G051250.1	1417
Sevir.6G051300.1	1449
Sevir.6G051350.1	2139
Sevir.6G051400.1	5424
Sevir.6G051450.1	2022
Sevir.6G051500.1	1760
Sevir.6G051550.1	207
Sevir.6G051601.1	1486
Sevir.6G051651.1	1079
Sevir.6G051700.1	330
Sevir.6G051750.1	478
Sevir.6G051800.1	324
Sevir.6G051900.2	1885
Sevir.6G052000.1	794
Sevir.6G052050.1	454
Sevir.6G052100.1	867
Sevir.6G052200.1	2021
Sevir.6G052300.1	1310
Sevir.6G052400.1	2029
Sevir.6G052500.1	1802
Sevir.6G052600.1	1413
Sevir.6G052700.1	2618
Sevir.6G052800.2	2720
Sevir.6G052900.1	2804
Sevir.6G053000.1	1690
Sevir.6G053050.1	611
Sevir.6G053100.1	3541
Sevir.6G053200.1	1218
Sevir.6G053300.1	1703
Sevir.6G053400.1	303
Sevir.6G053500.1	335
Sevir.6G053600.1	264
Sevir.6G053700.1	264
Sevir.6G053800.1	303
Sevir.6G053900.1	1829
Sevir.6G054000.1	336
Sevir.6G054100.1	3201
Sevir.6G054133.1	210
Sevir.6G054166.1	111
Sevir.6G054200.2	1799
Sevir.6G054300.1	1556
Sevir.6G054366.1	2019
Sevir.6G054432.1	1156
Sevir.6G054500.2	1391
Sevir.6G054600.1	810
Sevir.6G054700.1	1318
Sevir.6G054800.2	3170
Sevir.6G054900.1	706
Sevir.6G055000.1	835
Sevir.6G055100.1	2190
Sevir.6G055200.1	531
Sevir.6G055300.1	780
Sevir.6G055400.1	744
Sevir.6G055500.1	720
Sevir.6G055600.1	480
Sevir.6G055700.1	6336
Sevir.6G055800.1	2510
Sevir.6G055850.1	234
Sevir.6G055900.1	1549
Sevir.6G056000.1	1404
Sevir.6G056100.1	1209
Sevir.6G056200.1	557
Sevir.6G056300.1	3026
Sevir.6G056350.1	999
Sevir.6G056401.1	2595
Sevir.6G056451.1	787
Sevir.6G056500.3	2231
Sevir.6G056600.1	3605
Sevir.6G056700.1	1664
Sevir.6G056800.1	2260
Sevir.6G056900.1	1613
Sevir.6G057000.1	423
Sevir.6G057100.1	1316
Sevir.6G057200.1	3050
Sevir.6G057300.4	2697
Sevir.6G057400.1	2477
Sevir.6G057500.1	840
Sevir.6G057600.1	1686
Sevir.6G057700.2	2362
Sevir.6G057800.1	3777
Sevir.6G057900.1	3714
Sevir.6G058000.1	4085
Sevir.6G058050.1	147
Sevir.6G058100.1	1676
Sevir.6G058200.1	2196
Sevir.6G058300.2	1804
Sevir.6G058350.1	2128
Sevir.6G058400.1	435
Sevir.6G058500.1	1617
Sevir.6G058600.1	1712
Sevir.6G058700.1	1461
Sevir.6G058800.1	348
Sevir.6G059000.1	1398
Sevir.6G059100.1	372
Sevir.6G059200.1	2413
Sevir.6G059300.1	288
Sevir.6G059400.1	1831
Sevir.6G059500.1	5243
Sevir.6G059600.1	723
Sevir.6G059700.1	2346
Sevir.6G059800.1	1550
Sevir.6G059900.1	2349
Sevir.6G060000.1	1325
Sevir.6G060100.1	884
Sevir.6G060200.1	873
Sevir.6G060300.1	2055
Sevir.6G060400.1	2765
Sevir.6G060500.1	1245
Sevir.6G060601.1	3030
Sevir.6G060700.1	666
Sevir.6G060800.1	1949
Sevir.6G060900.1	1330
Sevir.6G061000.1	2357
Sevir.6G061100.1	2361
Sevir.6G061200.1	858
Sevir.6G061300.1	639
Sevir.6G061400.1	288
Sevir.6G061500.1	729
Sevir.6G061600.1	1688
Sevir.6G061700.1	1912
Sevir.6G061800.1	2321
Sevir.6G061900.1	2424
Sevir.6G062001.1	984
Sevir.6G062100.1	2344
Sevir.6G062200.1	1239
Sevir.6G062300.1	2511
Sevir.6G062400.1	3648
Sevir.6G062500.1	1612
Sevir.6G062700.1	129
Sevir.6G062800.1	585
Sevir.6G062900.1	2418
Sevir.6G063000.1	667
Sevir.6G063100.1	352
Sevir.6G063200.1	1487
Sevir.6G063300.1	129
Sevir.6G063350.1	611
Sevir.6G063400.1	2663
Sevir.6G063500.1	1590
Sevir.6G063600.1	1339
Sevir.6G063640.1	4442
Sevir.6G063680.1	1545
Sevir.6G063700.1	750
Sevir.6G063720.1	834
Sevir.6G063760.1	1212
Sevir.6G063800.2	2047
Sevir.6G064000.1	1846
Sevir.6G064100.2	2290
Sevir.6G064200.1	2195
Sevir.6G064300.3	2705
Sevir.6G064400.1	2744
Sevir.6G064500.1	654
Sevir.6G064550.1	129
Sevir.6G064600.2	714
Sevir.6G064700.1	543
Sevir.6G064750.1	2552
Sevir.6G064800.1	552
Sevir.6G064900.1	576
Sevir.6G065000.1	1677
Sevir.6G065100.1	522
Sevir.6G065200.1	555
Sevir.6G065300.1	1490
Sevir.6G065400.1	531
Sevir.6G065500.1	594
Sevir.6G065600.1	809
Sevir.6G065800.1	738
Sevir.6G065825.1	186
Sevir.6G065850.1	9948
Sevir.6G065875.1	234
Sevir.6G065900.1	435
Sevir.6G066000.1	2462
Sevir.6G066100.1	1559
Sevir.6G066150.1	2263
Sevir.6G066200.1	2038
Sevir.6G066300.1	2053
Sevir.6G066500.1	1104
Sevir.6G066600.1	1908
Sevir.6G066700.1	1644
Sevir.6G066800.1	2189
Sevir.6G066900.2	1042
Sevir.6G067001.1	675
Sevir.6G067100.1	1644
Sevir.6G067200.1	1702
Sevir.6G067300.1	2285
Sevir.6G067350.1	159
Sevir.6G067400.1	1260
Sevir.6G067500.2	1107
Sevir.6G067600.1	1404
Sevir.6G067700.1	1188
Sevir.6G067800.1	392
Sevir.6G067900.1	1111
Sevir.6G068000.5	2486
Sevir.6G068100.1	1215
Sevir.6G068200.1	2326
Sevir.6G068300.1	1413
Sevir.6G068400.1	576
Sevir.6G068500.1	948
Sevir.6G068600.1	984
Sevir.6G068800.1	5444
Sevir.6G068900.1	1853
Sevir.6G069000.1	2766
Sevir.6G069100.1	978
Sevir.6G069200.1	4858
Sevir.6G069300.1	1137
Sevir.6G069500.1	1731
Sevir.6G069533.1	1759
Sevir.6G069566.1	337
Sevir.6G069600.1	3120
Sevir.6G069700.1	1338
Sevir.6G069800.1	2345
Sevir.6G069900.1	965
Sevir.6G070000.1	1539
Sevir.6G070100.1	372
Sevir.6G070200.1	2280
Sevir.6G070300.1	1866
Sevir.6G070375.1	583
Sevir.6G070450.1	1546
Sevir.6G070525.1	4468
Sevir.6G070600.1	1231
Sevir.6G070750.1	1635
Sevir.6G070900.1	773
Sevir.6G071000.1	1086
Sevir.6G071100.1	2058
Sevir.6G071300.1	4228
Sevir.6G071400.1	1736
Sevir.6G071500.1	357
Sevir.6G071600.3	1995
Sevir.6G071700.1	1330
Sevir.6G071800.1	3345
Sevir.6G071900.1	1026
Sevir.6G072000.1	1770
Sevir.6G072100.1	1720
Sevir.6G072200.1	1727
Sevir.6G072300.1	1851
Sevir.6G072400.1	7000
Sevir.6G072500.1	739
Sevir.6G072600.1	703
Sevir.6G072700.1	417
Sevir.6G072800.1	1302
Sevir.6G072900.1	1119
Sevir.6G073000.1	1933
Sevir.6G073100.1	3053
Sevir.6G073200.1	2067
Sevir.6G073300.2	2743
Sevir.6G073400.1	3141
Sevir.6G073500.1	775
Sevir.6G073600.1	2097
Sevir.6G073700.1	3577
Sevir.6G073800.2	2814
Sevir.6G073850.1	2391
Sevir.6G073900.1	3220
Sevir.6G073950.1	1009
Sevir.6G074000.1	960
Sevir.6G074100.1	6604
Sevir.6G074300.1	1624
Sevir.6G074400.2	2971
Sevir.6G074433.1	120
Sevir.6G074466.1	219
Sevir.6G074500.4	1583
Sevir.6G074566.1	1209
Sevir.6G074632.1	102
Sevir.6G074700.1	1927
Sevir.6G074800.1	1553
Sevir.6G074900.2	5413
Sevir.6G075000.1	2623
Sevir.6G075100.1	1080
Sevir.6G075200.1	3246
Sevir.6G075300.1	3287
Sevir.6G075400.1	849
Sevir.6G075500.1	375
Sevir.6G075600.2	2210
Sevir.6G075700.1	2109
Sevir.6G075800.1	228
Sevir.6G076100.1	366
Sevir.6G076175.1	924
Sevir.6G076250.1	412
Sevir.6G076325.1	341
Sevir.6G076400.1	2493
Sevir.6G076500.1	2357
Sevir.6G076600.1	555
Sevir.6G076700.1	1986
Sevir.6G076750.1	222
Sevir.6G076800.1	330
Sevir.6G076900.1	3334
Sevir.6G077000.1	921
Sevir.6G077100.1	822
Sevir.6G077200.1	684
Sevir.6G077300.1	1056
Sevir.6G077400.1	978
Sevir.6G077500.1	2170
Sevir.6G077600.1	2061
Sevir.6G077800.1	2322
Sevir.6G077900.1	1726
Sevir.6G078000.1	2146
Sevir.6G078100.1	1420
Sevir.6G078200.1	1061
Sevir.6G078300.1	3530
Sevir.6G078350.1	108
Sevir.6G078400.7	1574
Sevir.6G078500.1	1995
Sevir.6G078600.1	2257
Sevir.6G078675.1	467
Sevir.6G078750.1	948
Sevir.6G078825.1	1061
Sevir.6G078900.1	660
Sevir.6G079000.1	1877
Sevir.6G079100.1	264
Sevir.6G079200.2	991
Sevir.6G079250.1	402
Sevir.6G079300.1	3253
Sevir.6G079350.1	3570
Sevir.6G079400.1	2493
Sevir.6G079500.1	1027
Sevir.6G079600.1	450
Sevir.6G079700.1	192
Sevir.6G079800.1	1632
Sevir.6G079900.1	828
Sevir.6G080050.1	1108
Sevir.6G080200.1	528
Sevir.6G080300.1	1664
Sevir.6G080400.1	393
Sevir.6G080500.1	2550
Sevir.6G080550.1	2544
Sevir.6G080600.1	2702
Sevir.6G080700.1	2922
Sevir.6G080800.1	273
Sevir.6G080900.1	2387
Sevir.6G081000.1	917
Sevir.6G081100.1	738
Sevir.6G081200.1	1329
Sevir.6G081300.1	1170
Sevir.6G081350.1	715
Sevir.6G081400.1	303
Sevir.6G081500.1	1892
Sevir.6G081600.1	2773
Sevir.6G081700.2	3267
Sevir.6G081800.1	2758
Sevir.6G081901.1	967
Sevir.6G082000.1	2050
Sevir.6G082100.1	1628
Sevir.6G082200.1	1445
Sevir.6G082300.1	2387
Sevir.6G082400.1	1871
Sevir.6G082500.1	1627
Sevir.6G082600.1	946
Sevir.6G082700.1	282
Sevir.6G082800.1	702
Sevir.6G082900.2	2106
Sevir.6G083000.1	1630
Sevir.6G083100.3	1069
Sevir.6G083200.1	1695
Sevir.6G083300.1	723
Sevir.6G083400.1	1439
Sevir.6G083500.1	2208
Sevir.6G083600.1	584
Sevir.6G083700.1	2484
Sevir.6G083800.1	2329
Sevir.6G083900.2	1387
Sevir.6G084000.2	1770
Sevir.6G084100.1	2460
Sevir.6G084200.1	2475
Sevir.6G084250.1	597
Sevir.6G084300.1	2728
Sevir.6G084400.1	1028
Sevir.6G084500.2	964
Sevir.6G084600.1	1095
Sevir.6G084700.1	1590
Sevir.6G084800.1	2052
Sevir.6G084900.1	1833
Sevir.6G085000.1	10727
Sevir.6G085100.1	827
Sevir.6G085200.1	2143
Sevir.6G085250.1	680
Sevir.6G085300.1	2106
Sevir.6G085350.1	123
Sevir.6G085400.1	1812
Sevir.6G085500.1	510
Sevir.6G085600.1	1467
Sevir.6G085750.1	2199
Sevir.6G085900.1	1036
Sevir.6G086000.1	357
Sevir.6G086020.1	357
Sevir.6G086040.1	357
Sevir.6G086060.1	645
Sevir.6G086080.1	357
Sevir.6G086100.3	3355
Sevir.6G086133.1	273
Sevir.6G086166.1	421
Sevir.6G086200.2	316
Sevir.6G086301.1	310
Sevir.6G086400.1	2814
Sevir.6G086500.1	2393
Sevir.6G086600.1	2125
Sevir.6G086700.1	2161
Sevir.6G086800.1	1185
Sevir.6G086900.1	1478
Sevir.6G087000.1	562
Sevir.6G087200.1	1376
Sevir.6G087300.1	1671
Sevir.6G087400.1	2181
Sevir.6G087500.1	219
Sevir.6G087550.1	987
Sevir.6G087600.1	1439
Sevir.6G087650.1	431
Sevir.6G087700.1	318
Sevir.6G087800.1	1466
Sevir.6G087900.1	1056
Sevir.6G088000.2	1277
Sevir.6G088100.1	296
Sevir.6G088200.1	1290
Sevir.6G088301.1	1365
Sevir.6G088400.1	1977
Sevir.6G088500.1	1805
Sevir.6G088550.1	404
Sevir.6G088600.1	2084
Sevir.6G088650.1	129
Sevir.6G088700.1	333
Sevir.6G088800.1	1407
Sevir.6G088900.1	2914
Sevir.6G089000.1	3508
Sevir.6G089100.1	1590
Sevir.6G089200.1	1405
Sevir.6G089300.1	1859
Sevir.6G089400.1	967
Sevir.6G089500.1	1386
Sevir.6G089550.1	847
Sevir.6G089600.2	1846
Sevir.6G089700.1	810
Sevir.6G089800.1	402
Sevir.6G089900.1	2220
Sevir.6G090000.1	1263
Sevir.6G090100.1	1674
Sevir.6G090200.1	3423
Sevir.6G090300.1	1756
Sevir.6G090400.1	1760
Sevir.6G090500.1	132
Sevir.6G090600.1	405
Sevir.6G090700.2	1558
Sevir.6G090800.1	2972
Sevir.6G090900.1	3607
Sevir.6G091000.1	1613
Sevir.6G091100.1	702
Sevir.6G091200.1	1584
Sevir.6G091300.1	1497
Sevir.6G091400.1	762
Sevir.6G091501.1	153
Sevir.6G091600.2	1234
Sevir.6G091650.1	348
Sevir.6G091700.1	3340
Sevir.6G091800.1	615
Sevir.6G091900.1	6325
Sevir.6G092000.1	255
Sevir.6G092100.1	4771
Sevir.6G092200.1	761
Sevir.6G092266.1	516
Sevir.6G092332.1	132
Sevir.6G092400.1	705
Sevir.6G092450.1	584
Sevir.6G092500.1	2580
Sevir.6G092600.1	1083
Sevir.6G092700.1	3109
Sevir.6G092800.1	300
Sevir.6G092900.1	384
Sevir.6G093000.1	441
Sevir.6G093100.1	2594
Sevir.6G093200.1	1808
Sevir.6G093250.1	294
Sevir.6G093300.3	2008
Sevir.6G093400.1	2890
Sevir.6G093500.1	2389
Sevir.6G093600.1	585
Sevir.6G093700.1	610
Sevir.6G093800.1	504
Sevir.6G093900.1	3166
Sevir.6G094100.1	1525
Sevir.6G094200.1	969
Sevir.6G094233.1	570
Sevir.6G094266.1	517
Sevir.6G094300.1	2297
Sevir.6G094400.1	2362
Sevir.6G094500.1	327
Sevir.6G094600.1	2482
Sevir.6G094700.1	619
Sevir.6G094750.1	1164
Sevir.6G094800.1	1236
Sevir.6G094900.1	1720
Sevir.6G094966.1	147
Sevir.6G095032.1	174
Sevir.6G095100.1	708
Sevir.6G095166.1	156
Sevir.6G095232.1	351
Sevir.6G095300.1	372
Sevir.6G095400.1	1254
Sevir.6G095450.1	1128
Sevir.6G095500.1	1619
Sevir.6G095600.1	812
Sevir.6G095800.1	562
Sevir.6G095900.1	3399
Sevir.6G096000.1	1839
Sevir.6G096100.1	1871
Sevir.6G096300.1	2761
Sevir.6G096400.1	1341
Sevir.6G096500.1	366
Sevir.6G096700.1	2174
Sevir.6G096800.1	1943
Sevir.6G096900.1	1543
Sevir.6G097000.1	1896
Sevir.6G097100.1	1861
Sevir.6G097200.1	952
Sevir.6G097300.1	2271
Sevir.6G097400.2	2530
Sevir.6G097600.1	749
Sevir.6G097657.1	1240
Sevir.6G097733.1	306
Sevir.6G097857.1	141
Sevir.6G097900.1	2242
Sevir.6G098000.1	1920
Sevir.6G098100.1	1127
Sevir.6G098200.1	318
Sevir.6G098300.2	3764
Sevir.6G098357.1	643
Sevir.6G098400.1	1185
Sevir.6G098600.1	1457
Sevir.6G098700.1	198
Sevir.6G098800.1	471
Sevir.6G098900.1	483
Sevir.6G099000.1	487
Sevir.6G099100.1	3449
Sevir.6G099200.1	758
Sevir.6G099300.1	771
Sevir.6G099500.1	2097
Sevir.6G099600.1	1032
Sevir.6G099657.1	2537
Sevir.6G099700.1	438
Sevir.6G099714.1	471
Sevir.6G099800.1	1609
Sevir.6G099900.3	2614
Sevir.6G099957.1	988
Sevir.6G099966.1	315
Sevir.6G100000.1	3638
Sevir.6G100100.1	186
Sevir.6G100200.1	253
Sevir.6G100300.2	2663
Sevir.6G100400.1	1360
Sevir.6G100500.1	1277
Sevir.6G100600.1	3335
Sevir.6G100657.1	268
Sevir.6G100700.1	1789
Sevir.6G100900.1	1146
Sevir.6G101000.1	1202
Sevir.6G101100.1	1133
Sevir.6G101157.1	282
Sevir.6G101200.1	2058
Sevir.6G101357.1	1353
Sevir.6G101400.1	1167
Sevir.6G101500.5	4744
Sevir.6G101557.1	2573
Sevir.6G101700.1	372
Sevir.6G101900.1	4363
Sevir.6G101957.1	141
Sevir.6G102000.1	2495
Sevir.6G102057.1	1255
Sevir.6G102100.1	1723
Sevir.6G102200.1	1944
Sevir.6G102500.2	1822
Sevir.6G102600.1	1994
Sevir.6G102666.1	913
Sevir.6G102714.1	213
Sevir.6G102732.1	1405
Sevir.6G102800.1	3822
Sevir.6G102900.2	1605
Sevir.6G102957.1	1422
Sevir.6G103000.2	2453
Sevir.6G103100.1	1554
Sevir.6G103200.1	925
Sevir.6G103214.1	627
Sevir.6G103300.1	789
Sevir.6G103400.1	4001
Sevir.6G103414.1	132
Sevir.6G103466.1	132
Sevir.6G103532.1	536
Sevir.6G103600.1	1213
Sevir.6G103650.1	1052
Sevir.6G103700.1	888
Sevir.6G103766.1	2129
Sevir.6G103832.1	4311
Sevir.6G103900.1	639
Sevir.6G104000.1	1247
Sevir.6G104014.1	438
Sevir.6G104033.1	1023
Sevir.6G104066.1	1023
Sevir.6G104100.1	1161
Sevir.6G104300.1	2434
